yourlist:M20180720A7434721E10EE6586998A056CCD0537E9501E8Y	isomap:M20180720A7434721E10EE6586998A056CCD0537E9501E8Y	Entry	Entry name	Status	Protein names	Gene names	Organism	Cross-reference (RefSeq)
YPDSF_2013		A4TM82	FADJ_YERPP	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ YPDSF_2013	Yersinia pestis (strain Pestoides F)	WP_002209705.1;
YPDSF_2014		A4TM83	FADI_YERPP	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI YPDSF_2014	Yersinia pestis (strain Pestoides F)	WP_002209704.1;
YPDSF_2084		A4TMF1	GLK_YERPP	reviewed	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk YPDSF_2084	Yersinia pestis (strain Pestoides F)	WP_002211615.1;
YPDSF_2092		A4TMF9	SYE_YERPP	reviewed	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX YPDSF_2092	Yersinia pestis (strain Pestoides F)	WP_002222185.1;
YPDSF_2097		A4TMG4	DNLJ_YERPP	reviewed	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA YPDSF_2097	Yersinia pestis (strain Pestoides F)	WP_002213368.1;
YPDSF_2098		A4TMG5	ZIPA_YERPP	reviewed	Cell division protein ZipA	zipA YPDSF_2098	Yersinia pestis (strain Pestoides F)	WP_002227089.1;
YPDSF_2126		A4TMJ3	NANK_YERPP	reviewed	N-acetylmannosamine kinase (EC 2.7.1.60) (ManNAc kinase) (N-acetyl-D-mannosamine kinase)	nanK YPDSF_2126	Yersinia pestis (strain Pestoides F)	WP_011906319.1;
YPDSF_2136		A4TMK1	Y2136_YERPP	reviewed	Acetyltransferase YPDSF_2136 (EC 2.3.1.-)	YPDSF_2136	Yersinia pestis (strain Pestoides F)	WP_002208525.1;
YPDSF_2137		A4TMK2	HEM6_YERPP	reviewed	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF YPDSF_2137	Yersinia pestis (strain Pestoides F)	WP_002208526.1;
YPDSF_2138		A4TMK3	Y2138_YERPP	reviewed	UPF0178 protein YPDSF_2138	YPDSF_2138	Yersinia pestis (strain Pestoides F)	WP_002208527.1;
YPDSF_2140		A4TMK5	NUDK_YERPP	reviewed	GDP-mannose pyrophosphatase NudK (EC 3.6.1.-)	nudK YPDSF_2140	Yersinia pestis (strain Pestoides F)	WP_002208529.1;
YPDSF_2143		A4TMK8	NAPA_YERPP	reviewed	Periplasmic nitrate reductase (EC 1.9.6.1)	napA YPDSF_2143	Yersinia pestis (strain Pestoides F)	WP_011171900.1;
YPDSF_2158		A4TMM3	DAPE_YERPP	reviewed	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE YPDSF_2158	Yersinia pestis (strain Pestoides F)	WP_002208549.1;
YPDSF_2164		A4TMM9	PUR7_YERPP	reviewed	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC YPDSF_2164	Yersinia pestis (strain Pestoides F)	WP_002208555.1;
YPDSF_2167		A4TMN2	DAPA_YERPP	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA YPDSF_2167	Yersinia pestis (strain Pestoides F)	WP_002227834.1;
YPDSF_2177		A4TMP2	UPP_YERPP	reviewed	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp YPDSF_2177	Yersinia pestis (strain Pestoides F)	WP_002209776.1;
YPDSF_2178		A4TMP3	PUR5_YERPP	reviewed	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM YPDSF_2178	Yersinia pestis (strain Pestoides F)	WP_002209777.1;
YPDSF_2197		A4TMR2	MDTA_YERPP	reviewed	Multidrug resistance protein MdtA (Multidrug transporter MdtA)	mdtA YPDSF_2197	Yersinia pestis (strain Pestoides F)	WP_002214676.1;
YPDSF_2206		A4TMR9	YEGS_YERPP	reviewed	Probable lipid kinase YegS-like (EC 2.7.1.-)	YPDSF_2206	Yersinia pestis (strain Pestoides F)	WP_002209799.1;
YPDSF_2215		A4TMS8	GUAA_YERPP	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA YPDSF_2215	Yersinia pestis (strain Pestoides F)	WP_002209807.1;
YPDSF_2217		A4TMT0	EX7L_YERPP	reviewed	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA YPDSF_2217	Yersinia pestis (strain Pestoides F)	WP_002209810.1;
YPDSF_2220		A4TMT3	DER_YERPP	reviewed	GTPase Der (GTP-binding protein EngA)	der engA YPDSF_2220	Yersinia pestis (strain Pestoides F)	WP_002209813.1;
YPDSF_2223		A4TMT6	SYH_YERPP	reviewed	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS YPDSF_2223	Yersinia pestis (strain Pestoides F)	WP_002209816.1;
YPDSF_2224		A4TMT7	ISPG_YERPP	reviewed	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG YPDSF_2224	Yersinia pestis (strain Pestoides F)	WP_011906325.1;
YPDSF_2225		A4TMT8	RODZ_YERPP	reviewed	Cytoskeleton protein RodZ	rodZ YPDSF_2225	Yersinia pestis (strain Pestoides F)	WP_011906326.1;
YPDSF_2227		A4TMU0	RLMN_YERPP	reviewed	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN YPDSF_2227	Yersinia pestis (strain Pestoides F)	WP_002209820.1;
YPDSF_2228		A4TMU1	NDK_YERPP	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk YPDSF_2228	Yersinia pestis (strain Pestoides F)	WP_002209821.1;
YPDSF_2234		A4TMU7	PEPB_YERPP	reviewed	Peptidase B (EC 3.4.11.23) (Aminopeptidase B)	pepB YPDSF_2234	Yersinia pestis (strain Pestoides F)	WP_002209829.1;
YPDSF_2238		A4TMV1	HSCB_YERPP	reviewed	Co-chaperone protein HscB (Hsc20)	hscB YPDSF_2238	Yersinia pestis (strain Pestoides F)	WP_002209833.1;
YPDSF_2242		A4TMV5	ISCR_YERPP	reviewed	HTH-type transcriptional regulator IscR	iscR YPDSF_2242	Yersinia pestis (strain Pestoides F)	WP_002222202.1;
YPDSF_2243		A4TMV6	TRMJ_YERPP	reviewed	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ (EC 2.1.1.200) (tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase) (tRNA Cm32/Um32 methyltransferase)	trmJ YPDSF_2243	Yersinia pestis (strain Pestoides F)	WP_002217034.1;
YPDSF_2251		A4TMW4	GLYA_YERPP	reviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA YPDSF_2251	Yersinia pestis (strain Pestoides F)	WP_002211552.1;
YPDSF_2268		A4TMY1	MURQ_YERPP	reviewed	N-acetylmuramic acid 6-phosphate etherase (MurNAc-6-P etherase) (EC 4.2.1.126) (N-acetylmuramic acid 6-phosphate hydrolase) (N-acetylmuramic acid 6-phosphate lyase)	murQ YPDSF_2268	Yersinia pestis (strain Pestoides F)	WP_002211565.1;
YPDSF_2277		A4TMZ0	RLMKL_YERPP	reviewed	Ribosomal RNA large subunit methyltransferase K/L [Includes: 23S rRNA m2G2445 methyltransferase (EC 2.1.1.173) (rRNA (guanine-N(2)-)-methyltransferase RlmL); 23S rRNA m7G2069 methyltransferase (EC 2.1.1.264) (rRNA (guanine-N(7)-)-methyltransferase RlmK)]	rlmL YPDSF_2277	Yersinia pestis (strain Pestoides F)	WP_011906334.1;
YPDSF_2280		A4TMZ3	PYRD_YERPP	reviewed	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD YPDSF_2280	Yersinia pestis (strain Pestoides F)	WP_002211296.1;
YPDSF_2283		A4TMZ6	SYN_YERPP	reviewed	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	asnS YPDSF_2283	Yersinia pestis (strain Pestoides F)	WP_002211301.1;
YPDSF_2290		A4TN03	MUKB_YERPP	reviewed	Chromosome partition protein MukB (Structural maintenance of chromosome-related protein)	mukB YPDSF_2290	Yersinia pestis (strain Pestoides F)	WP_002211308.1;
YPDSF_2295		A4TN08	KDSB_YERPP	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB YPDSF_2295	Yersinia pestis (strain Pestoides F)	WP_002211314.1;
YPDSF_2296		A4TN09	Y2296_YERPP	reviewed	UPF0434 protein YPDSF_2296	YPDSF_2296	Yersinia pestis (strain Pestoides F)	WP_002211315.1;
YPDSF_2299		A4TN12	LPXK_YERPP	reviewed	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK YPDSF_2299	Yersinia pestis (strain Pestoides F)	WP_002211319.1;
YPDSF_2302		A4TN15	IHFB_YERPP	reviewed	Integration host factor subunit beta (IHF-beta)	ihfB himD YPDSF_2302	Yersinia pestis (strain Pestoides F)	WP_002211322.1;
YPDSF_2304		A4TN17	KCY_YERPP	reviewed	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk YPDSF_2304	Yersinia pestis (strain Pestoides F)	WP_002211324.1;
YPDSF_2305		A4TN18	AROA_YERPP	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA YPDSF_2305	Yersinia pestis (strain Pestoides F)	WP_002211325.1;
YPDSF_2306		A4TN19	SERC_YERPP	reviewed	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	serC YPDSF_2306	Yersinia pestis (strain Pestoides F)	WP_011906339.1;
YPDSF_2316		A4TN29	SYS_YERPP	reviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS YPDSF_2316	Yersinia pestis (strain Pestoides F)	WP_002211336.1;
YPDSF_2318		A4TN31	LOLA_YERPP	reviewed	Outer-membrane lipoprotein carrier protein	lolA YPDSF_2318	Yersinia pestis (strain Pestoides F)	WP_002211338.1;
YPDSF_2325		A4TN38	IF1_YERPP	reviewed	Translation initiation factor IF-1	infA YPDSF_2325	Yersinia pestis (strain Pestoides F)	WP_002211347.1;
YPDSF_2328		A4TN41	CLPS_YERPP	reviewed	ATP-dependent Clp protease adapter protein ClpS	clpS YPDSF_2328	Yersinia pestis (strain Pestoides F)	WP_002211349.1;
YPDSF_2373		A4TN86	DEOC_YERPP	reviewed	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC YPDSF_2373	Yersinia pestis (strain Pestoides F)	WP_002208769.1;
YPDSF_2391		A4TNA4	END4_YERPP	reviewed	Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	nfo YPDSF_2391	Yersinia pestis (strain Pestoides F)	WP_002208791.1;
YPDSF_2412		A4TNC5	EFPL_YERPP	reviewed	Elongation factor P-like protein	YPDSF_2412	Yersinia pestis (strain Pestoides F)	WP_002228019.1;
YPDSF_2413		A4TNC6	UXUA_YERPP	reviewed	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA YPDSF_2413	Yersinia pestis (strain Pestoides F)	WP_002208813.1;
YPDSF_2430		A4TNE3	RL25_YERPP	reviewed	50S ribosomal protein L25	rplY YPDSF_2430	Yersinia pestis (strain Pestoides F)	WP_002208834.1;
YPDSF_2432		A4TNE5	NDPA_YERPP	reviewed	Nucleoid-associated protein YPDSF_2432	YPDSF_2432	Yersinia pestis (strain Pestoides F)	WP_002208835.1;
YPDSF_2433		A4TNE6	Y2433_YERPP	reviewed	UPF0352 protein YPDSF_2433	YPDSF_2433	Yersinia pestis (strain Pestoides F)	WP_002208836.1;
YPDSF_2478		A4TNI8	UBIG_YERPP	reviewed	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	ubiG YPDSF_2478	Yersinia pestis (strain Pestoides F)	WP_002210820.1;
YPDSF_2482		A4TNJ2	ECOT_YERPP	reviewed	Ecotin	eco YPDSF_2482	Yersinia pestis (strain Pestoides F)	WP_002210815.1;
YPDSF_2532		A4TNP2	BETA_YERPP	reviewed	Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8)	betA YPDSF_2532	Yersinia pestis (strain Pestoides F)	WP_011906357.1;
YPDSF_2537		A4TNP7	MOAC_YERPP	reviewed	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	moaC YPDSF_2537	Yersinia pestis (strain Pestoides F)	WP_002210772.1;
YPDSF_2541		A4TNQ1	UVRB_YERPP	reviewed	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB YPDSF_2541	Yersinia pestis (strain Pestoides F)	WP_002210767.1;
YPDSF_2548		A4TNQ8	6PGL_YERPP	reviewed	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	pgl YPDSF_2548	Yersinia pestis (strain Pestoides F)	WP_002210760.1;
YPDSF_2560		A4TNR8	GAL1_YERPP	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK YPDSF_2560	Yersinia pestis (strain Pestoides F)	WP_002210748.1;
YPDSF_2564		A4TNS2	GPMA_YERPP	reviewed	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA YPDSF_2564	Yersinia pestis (strain Pestoides F)	WP_002210746.1;
YPDSF_2569		A4TNS5	NADA_YERPP	reviewed	Quinolinate synthase A (EC 2.5.1.72)	nadA YPDSF_2569	Yersinia pestis (strain Pestoides F)	WP_002210741.1;
YPDSF_2572		A4TNS8	TOLB_YERPP	reviewed	Tol-Pal system protein TolB	tolB YPDSF_2572	Yersinia pestis (strain Pestoides F)	WP_002210738.1;
YPDSF_2582		A4TNT8	SUCC_YERPP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC YPDSF_2582	Yersinia pestis (strain Pestoides F)	WP_002210728.1;
YPDSF_2590		A4TNU6	GRPE_YERPP	reviewed	Protein GrpE (HSP-70 cofactor)	grpE YPDSF_2590	Yersinia pestis (strain Pestoides F)	WP_002224622.1;
YPDSF_2596		A4TNV2	SSRP_YERPP	reviewed	SsrA-binding protein (Small protein B)	smpB YPDSF_2596	Yersinia pestis (strain Pestoides F)	WP_002210714.1;
YPDSF_2624		A4TNX8	SYQ_YERPP	reviewed	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	glnS YPDSF_2624	Yersinia pestis (strain Pestoides F)	WP_002210354.1;
YPDSF_2626		A4TNY0	NAGB_YERPP	reviewed	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	nagB YPDSF_2626	Yersinia pestis (strain Pestoides F)	WP_002210352.1;
YPDSF_2632		A4TNY6	MIAB_YERPP	reviewed	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB YPDSF_2632	Yersinia pestis (strain Pestoides F)	WP_002231077.1;
YPDSF_2634		A4TNY8	YBEY_YERPP	reviewed	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY YPDSF_2634	Yersinia pestis (strain Pestoides F)	WP_002210344.1;
YPDSF_2643		A4TNZ7	SYL_YERPP	reviewed	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS YPDSF_2643	Yersinia pestis (strain Pestoides F)	WP_002210333.1;
YPDSF_2644		A4TNZ8	LPTE_YERPP	reviewed	LPS-assembly lipoprotein LptE	lptE rlpB YPDSF_2644	Yersinia pestis (strain Pestoides F)	WP_002210332.1;
YPDSF_2648		A4TP02	RLMH_YERPP	reviewed	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH YPDSF_2648	Yersinia pestis (strain Pestoides F)	WP_002210328.1;
YPDSF_2653		A4TP07	Y2653_YERPP	reviewed	UPF0250 protein YPDSF_2653	YPDSF_2653	Yersinia pestis (strain Pestoides F)	WP_002210322.1;
YPDSF_2655		A4TP09	LIPA_YERPP	reviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA YPDSF_2655	Yersinia pestis (strain Pestoides F)	WP_002210320.1;
YPDSF_2708		A4TP60	FOLD_YERPP	reviewed	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD YPDSF_2708	Yersinia pestis (strain Pestoides F)	WP_002209774.1;
YPDSF_2711		A4TP63	SYC_YERPP	reviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS YPDSF_2711	Yersinia pestis (strain Pestoides F)	WP_002222677.1;
YPDSF_2753		A4TPA3	HEMH_YERPP	reviewed	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH YPDSF_2753	Yersinia pestis (strain Pestoides F)	WP_002208599.1;
YPDSF_2754		A4TPA4	KAD_YERPP	reviewed	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk YPDSF_2754	Yersinia pestis (strain Pestoides F)	WP_002208600.1;
YPDSF_2755		A4TPA5	HTPG_YERPP	reviewed	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	htpG YPDSF_2755	Yersinia pestis (strain Pestoides F)	WP_002208601.1;
YPDSF_2757		A4TPA7	RECR_YERPP	reviewed	Recombination protein RecR	recR YPDSF_2757	Yersinia pestis (strain Pestoides F)	WP_002208603.1;
YPDSF_2758		A4TPA8	Y2758_YERPP	reviewed	Nucleoid-associated protein YPDSF_2758	YPDSF_2758	Yersinia pestis (strain Pestoides F)	WP_002208604.1;
YPDSF_2760		A4TPB0	APT_YERPP	reviewed	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt YPDSF_2760	Yersinia pestis (strain Pestoides F)	WP_002208606.1;
YPDSF_2769		A4TPB9	RL31B_YERPP	reviewed	50S ribosomal protein L31 type B	rpmE2 YPDSF_2769	Yersinia pestis (strain Pestoides F)	WP_002208617.1;
YPDSF_2785		A4TPD5	QUEC_YERPP	reviewed	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC YPDSF_2785	Yersinia pestis (strain Pestoides F)	WP_002208635.1;
YPDSF_2792		A4TPE2	CLPX_YERPP	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX YPDSF_2792	Yersinia pestis (strain Pestoides F)	WP_002208641.1;
YPDSF_2793		A4TPE3	CLPP_YERPP	reviewed	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP YPDSF_2793	Yersinia pestis (strain Pestoides F)	WP_002208642.1;
YPDSF_2794		A4TPE4	TIG_YERPP	reviewed	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig YPDSF_2794	Yersinia pestis (strain Pestoides F)	WP_002208643.1;
YPDSF_2805		A4TPF5	Y2805_YERPP	reviewed	UPF0234 protein YPDSF_2805	YPDSF_2805	Yersinia pestis (strain Pestoides F)	WP_002208655.1;
YPDSF_2808		A4TPF8	THII_YERPP	reviewed	tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI YPDSF_2808	Yersinia pestis (strain Pestoides F)	WP_002208658.1;
YPDSF_2812		A4TPG2	DXS_YERPP	reviewed	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs YPDSF_2812	Yersinia pestis (strain Pestoides F)	WP_002208662.1;
YPDSF_2816		A4TPG6	NUSB_YERPP	reviewed	Transcription antitermination protein NusB (Antitermination factor NusB)	nusB YPDSF_2816	Yersinia pestis (strain Pestoides F)	WP_002208665.1;
YPDSF_2817		A4TPG7	RISB_YERPP	reviewed	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH YPDSF_2817	Yersinia pestis (strain Pestoides F)	WP_002208666.1;
YPDSF_2819		A4TPG9	NRDR_YERPP	reviewed	Transcriptional repressor NrdR	nrdR YPDSF_2819	Yersinia pestis (strain Pestoides F)	WP_002208668.1;
YPDSF_2826		A4TPH6	TGT_YERPP	reviewed	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt YPDSF_2826	Yersinia pestis (strain Pestoides F)	WP_002208672.1;
YPDSF_2842		A4TPJ2	RDGC_YERPP	reviewed	Recombination-associated protein RdgC	rdgC YPDSF_2842	Yersinia pestis (strain Pestoides F)	WP_002208691.1;
YPDSF_2843		A4TPJ3	PPNP_YERPP	reviewed	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (EC 2.4.2.15) (Inosine phosphorylase) (Thymidine phosphorylase) (EC 2.4.2.4) (Uridine phosphorylase) (EC 2.4.2.3) (Xanthosine phosphorylase)	ppnP YPDSF_2843	Yersinia pestis (strain Pestoides F)	WP_002208692.1;
YPDSF_2844		A4TPJ4	AROL_YERPP	reviewed	Shikimate kinase 2 (SK 2) (EC 2.7.1.71)	aroL YPDSF_2844	Yersinia pestis (strain Pestoides F)	WP_002208693.1;
YPDSF_2850		A4TPK0	PROA_YERPP	reviewed	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA YPDSF_2850	Yersinia pestis (strain Pestoides F)	WP_002208700.1;
YPDSF_2851		A4TPK1	PROB_YERPP	reviewed	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB YPDSF_2851	Yersinia pestis (strain Pestoides F)	WP_002208701.1;
YPDSF_2852		A4TPK2	CRL_YERPP	reviewed	Sigma factor-binding protein Crl	crl YPDSF_2852	Yersinia pestis (strain Pestoides F)	WP_011906387.1;
YPDSF_2853		A4TPK3	Y2853_YERPP	reviewed	UPF0255 protein YPDSF_2853	YPDSF_2853	Yersinia pestis (strain Pestoides F)	WP_002208703.1;
YPDSF_2854		A4TPK4	XGPT_YERPP	reviewed	Xanthine phosphoribosyltransferase (EC 2.4.2.22) (Xanthine-guanine phosphoribosyltransferase) (XGPRT)	gpt YPDSF_2854	Yersinia pestis (strain Pestoides F)	WP_002208704.1;
YPDSF_2858		A4TPK8	DPO4_YERPP	reviewed	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	dinB YPDSF_2858	Yersinia pestis (strain Pestoides F)	WP_002208708.1;
YPDSF_2862		A4TPL2	NQRF_YERPP	reviewed	Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) (EC 1.6.5.8) (NQR complex subunit F) (NQR-1 subunit F)	nqrF YPDSF_2862	Yersinia pestis (strain Pestoides F)	WP_002208711.1;
YPDSF_2871		A4TPM1	GMHA_YERPP	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA YPDSF_2871	Yersinia pestis (strain Pestoides F)	WP_002208720.1;
YPDSF_2879		A4TPM9	MTNA_YERPP	reviewed	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase)	mtnA YPDSF_2879	Yersinia pestis (strain Pestoides F)	WP_011906391.1;
YPDSF_2880		A4TPN0	MTND_YERPP	reviewed	Acireductone dioxygenase (1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase) (DHK-MTPene dioxygenase) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	mtnD YPDSF_2880	Yersinia pestis (strain Pestoides F)	WP_011191833.1;
YPDSF_2881		A4TPN1	MTNC_YERPP	reviewed	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	mtnC YPDSF_2881	Yersinia pestis (strain Pestoides F)	WP_011906392.1;
YPDSF_2882		A4TPN2	MTNB_YERPP	reviewed	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	mtnB YPDSF_2882	Yersinia pestis (strain Pestoides F)	WP_011906393.1;
YPDSF_2923		A4TPS3	YACG_YERPP	reviewed	DNA gyrase inhibitor YacG	yacG YPDSF_2923	Yersinia pestis (strain Pestoides F)	WP_002209317.1;
YPDSF_2924		A4TPS4	ZAPD_YERPP	reviewed	Cell division protein ZapD (Z ring-associated protein D)	zapD YPDSF_2924	Yersinia pestis (strain Pestoides F)	WP_002209318.1;
